Date,Sale_ID,Offer_ID,Offer_description,Product_ID,Product_category,Quantity_sold,Sales,Cost_Price,Profit,Customer_ID,Region,Day_of_the_week,Season
01/03/23,1498,5000,Free Shipping,P051,Toys,9,1772.55,1681.92,90.63,C970,North,Wednesday,Summer
06/26/2023,1499,5003,30% off,P083,Toys,3,1422.09,1378.44,43.65,C165,South,Tuesday,Autumn
04/10/23,1500,5005,20% off,P086,Toys,1,520.77,475.62,45.15,C872,West,Saturday,Spring
05/29/2023,1501,5001,Buy 1 Get 1,P013,Clothing,10,1553.7,1007.2,546.5,C499,East,Wednesday,Summer
12/10/23,1502,5002,10% off,P037,Toys,2,1022.46,875.48,146.98,C922,South,Wednesday,Winter
08/19/2023,1503,5000,Free Shipping,P085,Groceries,10,4714.3,4052.1,662.2,C157,East,Sunday,Autumn
08/08/23,1504,5002,10% off,P041,Clothing,4,1737.16,1396.88,340.28,C730,West,Wednesday,Autumn
03/10/23,1505,5003,30% off,P060,Furniture,6,1090.74,794.04,296.7,C794,East,Thursday,Spring
03/31/2023,1506,5002,10% off,P036,Clothing,9,1954.53,1065.51,889.02,C202,East,Saturday,Spring
02/08/23,1507,5000,Free Shipping,P081,Electronics,10,4774.9,4725.9,49,C593,West,Sunday,Summer
01/19/2023,1508,5001,Buy 1 Get 1,P070,Toys,8,3586.64,2845.84,740.8,C670,South,Wednesday,Winter
04/25/2023,1509,5001,Buy 1 Get 1,P018,Furniture,9,1401.39,886.32,515.07,C523,North,Thursday,Autumn
09/15/2023,1510,5005,20% off,P079,Clothing,9,4166.55,4127.31,39.24,C144,West,Tuesday,Summer
10/17/2023,1511,5005,20% off,P095,Furniture,6,2293.08,2110.44,182.64,C042,South,Sunday,Winter
04/29/2023,1512,5001,Buy 1 Get 1,P048,Clothing,1,560.08,462.95,97.13,C685,South,Friday,Autumn
07/18/2023,1513,5003,30% off,P006,Electronics,6,3123.84,2836.14,287.7,C106,East,Sunday,Autumn
10/24/2023,1514,5000,Free Shipping,P023,Furniture,7,3619.07,3026.8,592.27,C375,North,Friday,Autumn
07/12/23,1515,5000,Free Shipping,P052,Groceries,6,1496.52,998.16,498.36,C499,West,Friday,Spring
09/14/2023,1516,5003,30% off,P022,Clothing,2,176.32,56.26,120.06,C527,East,Tuesday,Summer
04/06/23,1517,5001,Buy 1 Get 1,P078,Electronics,4,542.56,490.8,51.76,C425,East,Saturday,Spring
09/04/23,1518,5003,30% off,P027,Toys,3,352.92,143.13,209.79,C663,West,Monday,Summer
01/23/2023,1519,5000,Free Shipping,P076,Clothing,3,747.87,529.62,218.25,C645,North,Friday,Summer
01/29/2023,1520,5001,Buy 1 Get 1,P024,Toys,7,519.61,294.14,225.47,C614,North,Saturday,Autumn
02/13/2023,1521,5003,30% off,P078,Furniture,8,2829.04,2194.8,634.24,C175,South,Sunday,Winter
11/04/23,1522,5000,Free Shipping,P099,Clothing,10,2291.5,1661.9,629.6,C676,East,Tuesday,Autumn
08/21/2023,1523,5000,Free Shipping,P009,Clothing,7,3542.7,3108.91,433.79,C395,South,Monday,Spring
04/14/2023,1524,5000,Free Shipping,P088,Furniture,3,382.71,372.45,10.26,C621,North,Tuesday,Winter
11/11/23,1525,5002,10% off,P069,Toys,2,878.92,872.7,6.22,C096,West,Saturday,Summer
11/05/23,1526,5002,10% off,P100,Furniture,9,4427.64,3947.4,480.24,C431,East,Sunday,Spring
12/24/2023,1527,5003,30% off,P030,Furniture,7,3851.54,3290.98,560.56,C359,North,Thursday,Summer
05/11/23,1528,5005,20% off,P011,Groceries,10,5347.1,4989.9,357.2,C898,West,Wednesday,Summer
01/03/23,1529,5000,Free Shipping,P067,Electronics,9,3840.39,3473.28,367.11,C008,West,Saturday,Summer
12/19/2023,1530,5003,30% off,P047,Electronics,3,924.78,735.42,189.36,C437,East,Wednesday,Winter
10/17/2023,1531,5000,Free Shipping,P036,Furniture,4,2146.08,1752.4,393.68,C424,West,Tuesday,Autumn
10/14/2023,1532,5003,30% off,P033,Groceries,10,4288.1,3864.5,423.6,C353,West,Saturday,Summer
12/04/23,1533,5005,20% off,P058,Clothing,2,580.96,432.92,148.04,C220,West,Sunday,Autumn
10/09/23,1534,5002,10% off,P021,Furniture,1,138.94,127,11.94,C824,North,Sunday,Summer
08/30/2023,1535,5003,30% off,P012,Electronics,5,1066,918.8,147.2,C228,East,Monday,Spring
07/16/2023,1536,5000,Free Shipping,P084,Toys,5,896.6,775.95,120.65,C729,North,Sunday,Summer
11/24/2023,1537,5003,30% off,P002,Clothing,9,300.6,275.67,24.93,C293,South,Monday,Summer
11/11/23,1538,5002,10% off,P047,Clothing,1,537.33,493.98,43.35,C1000,South,Monday,Autumn
07/24/2023,1539,5003,30% off,P052,Toys,4,1066.44,793.28,273.16,C531,North,Saturday,Spring
02/16/2023,1540,5001,Buy 1 Get 1,P093,Toys,10,2119.9,1169.4,950.5,C357,East,Sunday,Autumn
04/26/2023,1541,5005,20% off,P059,Furniture,10,4051.6,3953.1,98.5,C005,East,Tuesday,Winter
09/17/2023,1542,5000,Free Shipping,P010,Toys,5,1513.2,1073.05,440.15,C349,North,Sunday,Autumn
10/03/23,1543,5001,Buy 1 Get 1,P089,Furniture,7,3641.33,3310.44,330.89,C577,West,Sunday,Summer
06/23/2023,1544,5003,30% off,P076,Electronics,8,2624.88,2484.56,140.32,C120,East,Monday,Winter
11/21/2023,1545,5005,20% off,P041,Furniture,6,3117.66,2974.02,143.64,C529,North,Saturday,Autumn
05/08/23,1546,5002,10% off,P052,Groceries,2,1074.52,943.88,130.64,C568,South,Thursday,Autumn
07/01/23,1547,5000,Free Shipping,P035,Clothing,4,1438.2,1231.16,207.04,C511,South,Tuesday,Summer
05/16/2023,1548,5005,20% off,P026,Clothing,10,1415.1,1230.3,184.8,C365,South,Sunday,Spring
03/03/23,1549,5003,30% off,P079,Electronics,9,1237.5,1062.36,175.14,C981,North,Sunday,Winter
07/10/23,1550,5001,Buy 1 Get 1,P064,Toys,5,2138.3,1960,178.3,C503,South,Sunday,Autumn
07/23/2023,1551,5000,Free Shipping,P017,Electronics,9,1217.52,345.06,872.46,C819,West,Thursday,Spring
09/15/2023,1552,5003,30% off,P088,Clothing,8,4287.28,3544.48,742.8,C1000,North,Saturday,Winter
06/11/23,1553,5002,10% off,P087,Clothing,7,3610.04,3482.5,127.54,C595,North,Wednesday,Autumn
11/10/23,1554,5005,20% off,P071,Groceries,4,1120.92,816.64,304.28,C276,West,Friday,Autumn
07/07/23,1555,5003,30% off,P055,Clothing,7,2571.03,2457.35,113.68,C718,East,Wednesday,Winter
05/24/2023,1556,5005,20% off,P074,Clothing,10,4329.8,4097.6,232.2,C703,South,Sunday,Spring
05/19/2023,1557,5000,Free Shipping,P056,Furniture,4,695.32,478.68,216.64,C150,South,Thursday,Spring
04/01/23,1558,5003,30% off,P018,Toys,9,3230.73,2704.86,525.87,C738,East,Sunday,Winter
06/03/23,1559,5000,Free Shipping,P073,Electronics,7,998.9,383.81,615.09,C102,South,Monday,Summer
05/11/23,1560,5002,10% off,P058,Groceries,5,769.8,700.7,69.1,C370,East,Friday,Autumn
06/26/2023,1561,5003,30% off,P016,Groceries,10,5411,4454.9,956.1,C204,South,Sunday,Autumn
07/01/23,1562,5000,Free Shipping,P063,Furniture,2,1027.16,864.88,162.28,C391,East,Thursday,Summer
03/27/2023,1563,5003,30% off,P081,Toys,10,3866,3310.7,555.3,C415,North,Monday,Summer
06/25/2023,1564,5001,Buy 1 Get 1,P041,Groceries,5,470.3,263.1,207.2,C620,West,Wednesday,Winter
07/05/23,1565,5000,Free Shipping,P058,Furniture,3,658.02,577.86,80.16,C189,North,Tuesday,Summer
12/05/23,1566,5002,10% off,P027,Clothing,7,2901.99,2551.36,350.63,C106,North,Monday,Winter
10/08/23,1567,5002,10% off,P099,Furniture,9,652.59,447.39,205.2,C784,North,Monday,Autumn
11/13/2023,1568,5002,10% off,P084,Furniture,5,1766.7,1724,42.7,C235,South,Saturday,Autumn
08/15/2023,1569,5005,20% off,P068,Clothing,1,477.11,427.09,50.02,C036,East,Sunday,Autumn
09/01/23,1570,5000,Free Shipping,P035,Toys,8,2441.12,1963.92,477.2,C139,South,Friday,Winter
11/20/2023,1571,5003,30% off,P068,Toys,5,2247.6,2070.45,177.15,C931,East,Thursday,Summer
02/15/2023,1572,5001,Buy 1 Get 1,P047,Furniture,5,1996.2,1711.15,285.05,C160,East,Monday,Spring
09/25/2023,1573,5001,Buy 1 Get 1,P037,Furniture,9,2059.38,1267.56,791.82,C009,West,Sunday,Winter
06/03/23,1574,5003,30% off,P038,Toys,4,1867.72,1602.96,264.76,C816,North,Friday,Autumn
04/07/23,1575,5000,Free Shipping,P056,Furniture,4,2054.6,1707.16,347.44,C168,West,Sunday,Winter
04/23/2023,1576,5002,10% off,P055,Clothing,9,3968.64,3213.9,754.74,C783,East,Wednesday,Autumn
07/31/2023,1577,5002,10% off,P024,Clothing,5,2100.45,1758.8,341.65,C114,West,Friday,Winter
05/20/2023,1578,5003,30% off,P025,Groceries,1,388.64,313.12,75.52,C156,North,Friday,Spring
04/06/23,1579,5001,Buy 1 Get 1,P035,Clothing,8,1407.44,701.76,705.68,C745,North,Tuesday,Spring
03/19/2023,1580,5003,30% off,P028,Groceries,7,3087.7,3060.4,27.3,C320,West,Wednesday,Winter
12/23/2023,1581,5001,Buy 1 Get 1,P011,Clothing,1,428.41,414.65,13.76,C273,West,Monday,Winter
04/03/23,1582,5001,Buy 1 Get 1,P049,Electronics,2,497.64,348.42,149.22,C998,South,Thursday,Winter
05/07/23,1583,5005,20% off,P059,Electronics,9,1536.75,798.93,737.82,C682,South,Thursday,Winter
12/15/2023,1584,5001,Buy 1 Get 1,P021,Electronics,9,4220.91,3759.75,461.16,C534,North,Wednesday,Winter
11/23/2023,1585,5005,20% off,P047,Electronics,4,170.2,52.52,117.68,C997,North,Tuesday,Winter
06/16/2023,1586,5005,20% off,P036,Toys,2,820.86,624.58,196.28,C406,South,Monday,Spring
10/25/2023,1587,5000,Free Shipping,P020,Groceries,2,692.62,639.18,53.44,C255,South,Thursday,Spring
12/18/2023,1588,5001,Buy 1 Get 1,P098,Electronics,1,375.12,320.66,54.46,C365,South,Saturday,Spring
03/06/23,1589,5005,20% off,P041,Toys,6,2422.26,2352.72,69.54,C825,West,Saturday,Summer
01/11/23,1590,5001,Buy 1 Get 1,P093,Clothing,5,2187.45,1914.5,272.95,C921,North,Thursday,Winter
10/14/2023,1591,5000,Free Shipping,P090,Furniture,4,2066.88,1927.48,139.4,C581,South,Friday,Autumn
06/15/2023,1592,5001,Buy 1 Get 1,P077,Toys,3,1239.75,959.94,279.81,C071,South,Thursday,Autumn
05/15/2023,1593,5001,Buy 1 Get 1,P059,Electronics,9,1386.18,542.07,844.11,C389,South,Monday,Autumn
11/14/2023,1594,5001,Buy 1 Get 1,P093,Electronics,9,3193.02,3123.54,69.48,C839,West,Tuesday,Winter
10/10/23,1595,5000,Free Shipping,P037,Groceries,7,1600.06,1102.29,497.77,C657,East,Monday,Spring
09/25/2023,1596,5002,10% off,P017,Clothing,1,101.63,43,58.63,C207,North,Thursday,Summer
02/20/2023,1597,5000,Free Shipping,P083,Furniture,8,1935.6,1435.84,499.76,C539,East,Monday,Autumn
04/24/2023,1598,5002,10% off,P002,Clothing,8,957.52,259.28,698.24,C951,North,Thursday,Spring
07/04/23,1599,5003,30% off,P048,Electronics,10,5839.3,4870.1,969.2,C273,North,Saturday,Spring
06/05/23,1600,5005,20% off,P067,Electronics,2,782.42,754.66,27.76,C743,South,Friday,Winter
04/08/23,1601,5000,Free Shipping,P085,Clothing,10,3849.8,3815.5,34.3,C641,South,Friday,Winter
02/24/2023,1602,5001,Buy 1 Get 1,P087,Furniture,7,377.16,145.88,231.28,C905,North,Tuesday,Summer
10/09/23,1603,5000,Free Shipping,P044,Clothing,9,2940.39,2244.96,695.43,C615,West,Wednesday,Autumn
10/09/23,1604,5001,Buy 1 Get 1,P053,Furniture,6,2339.7,2068.86,270.84,C624,South,Friday,Summer
07/12/23,1605,5001,Buy 1 Get 1,P047,Furniture,8,1950.4,1152.64,797.76,C983,West,Monday,Spring
05/26/2023,1606,5002,10% off,P067,Clothing,5,1322.6,1094.15,228.45,C007,East,Tuesday,Summer
06/11/23,1607,5001,Buy 1 Get 1,P071,Toys,9,1528.83,811.62,717.21,C585,South,Monday,Spring
08/24/2023,1608,5005,20% off,P018,Groceries,6,2236.56,2099.4,137.16,C911,South,Tuesday,Autumn
06/03/23,1609,5000,Free Shipping,P052,Toys,4,474.96,201.48,273.48,C752,North,Saturday,Autumn
09/05/23,1610,5003,30% off,P089,Toys,2,717.52,661.42,56.1,C610,East,Monday,Winter
02/10/23,1611,5001,Buy 1 Get 1,P045,Furniture,7,3443.09,3331.44,111.65,C953,North,Sunday,Summer
12/01/23,1612,5002,10% off,P082,Furniture,1,316.26,221.84,94.42,C313,North,Wednesday,Summer
06/17/2023,1613,5005,20% off,P020,Electronics,7,1959.16,1509.69,449.47,C995,West,Sunday,Spring
04/24/2023,1614,5001,Buy 1 Get 1,P051,Clothing,3,698.91,614.46,84.45,C345,North,Thursday,Spring
10/08/23,1615,5001,Buy 1 Get 1,P011,Furniture,9,4803.03,4429.35,373.68,C445,South,Sunday,Summer
09/04/23,1616,5005,20% off,P063,Furniture,10,4718.8,4481.1,237.7,C201,South,Tuesday,Spring
05/17/2023,1617,5001,Buy 1 Get 1,P088,Toys,2,237,228.84,8.16,C116,West,Thursday,Autumn
06/28/2023,1618,5001,Buy 1 Get 1,P045,Toys,1,366.8,329.32,37.48,C789,East,Tuesday,Autumn
11/12/23,1619,5000,Free Shipping,P019,Furniture,1,481.39,433.54,47.85,C947,South,Tuesday,Autumn
03/21/2023,1620,5002,10% off,P095,Electronics,4,2015.12,1937.64,77.48,C972,South,Sunday,Autumn
01/08/23,1621,5002,10% off,P040,Furniture,8,4108.08,3485.04,623.04,C024,East,Tuesday,Summer
04/15/2023,1622,5000,Free Shipping,P097,Groceries,9,4251.42,3489.75,761.67,C495,South,Saturday,Spring
07/12/23,1623,5000,Free Shipping,P006,Groceries,3,1337.7,1148.7,189,C062,East,Tuesday,Autumn
01/28/2023,1624,5002,10% off,P009,Furniture,5,392.65,371.55,21.1,C679,East,Sunday,Spring
01/10/23,1625,5003,30% off,P030,Furniture,9,4709.43,4150.98,558.45,C727,North,Wednesday,Winter
11/02/23,1626,5002,10% off,P024,Clothing,9,4040.73,3602.7,438.03,C990,West,Friday,Spring
01/21/2023,1627,5000,Free Shipping,P040,Groceries,8,646.96,539.84,107.12,C403,South,Monday,Autumn
12/17/2023,1628,5001,Buy 1 Get 1,P081,Groceries,4,1558.12,1383.72,174.4,C514,East,Sunday,Spring
11/17/2023,1629,5003,30% off,P004,Toys,5,789.65,541.3,248.35,C231,South,Wednesday,Winter
12/03/23,1630,5002,10% off,P094,Furniture,9,900.72,373.14,527.58,C984,South,Thursday,Summer
10/21/2023,1631,5003,30% off,P040,Toys,6,1330.62,850.86,479.76,C460,South,Tuesday,Summer
10/25/2023,1632,5005,20% off,P018,Groceries,9,1873.35,1458.72,414.63,C932,South,Thursday,Summer
12/02/23,1633,5005,20% off,P041,Electronics,9,214.74,141.21,73.53,C546,North,Tuesday,Autumn
03/16/2023,1634,5001,Buy 1 Get 1,P053,Furniture,5,1254.15,1011.6,242.55,C454,East,Tuesday,Summer
02/24/2023,1635,5005,20% off,P004,Toys,10,3338.8,3040.1,298.7,C274,South,Friday,Summer
04/29/2023,1636,5001,Buy 1 Get 1,P011,Furniture,3,1310.07,1051.62,258.45,C515,West,Saturday,Autumn
04/05/23,1637,5003,30% off,P061,Clothing,3,1191.15,1176.39,14.76,C198,South,Monday,Winter
01/08/23,1638,5003,30% off,P029,Clothing,4,1027.36,981.8,45.56,C068,South,Thursday,Winter
12/19/2023,1639,5003,30% off,P032,Furniture,7,1590.96,900.2,690.76,C795,North,Friday,Winter
06/10/23,1640,5000,Free Shipping,P096,Toys,10,1302.1,798.2,503.9,C550,North,Friday,Spring
08/20/2023,1641,5002,10% off,P032,Toys,9,3450.96,2816.1,634.86,C406,North,Friday,Winter
09/22/2023,1642,5005,20% off,P038,Furniture,7,2003.4,1989.61,13.79,C906,East,Sunday,Autumn
08/25/2023,1643,5003,30% off,P038,Toys,1,222.22,169.97,52.25,C707,South,Thursday,Winter
02/16/2023,1644,5002,10% off,P024,Toys,9,798.84,477.45,321.39,C139,West,Thursday,Autumn
08/19/2023,1645,5005,20% off,P059,Toys,4,140.2,105.08,35.12,C904,West,Monday,Autumn
06/15/2023,1646,5002,10% off,P012,Electronics,8,1749.04,1635.92,113.12,C650,East,Monday,Winter
09/19/2023,1647,5005,20% off,P049,Toys,7,2501.52,2016.7,484.82,C045,South,Wednesday,Summer
03/25/2023,1648,5005,20% off,P099,Electronics,7,2961.7,2816.03,145.67,C316,East,Saturday,Winter
05/28/2023,1649,5002,10% off,P017,Clothing,1,103.42,92.07,11.35,C638,East,Monday,Winter
09/12/23,1650,5000,Free Shipping,P001,Toys,8,3142.32,2574.8,567.52,C244,South,Friday,Winter
08/21/2023,1651,5003,30% off,P011,Toys,10,1191.7,254.8,936.9,C007,South,Friday,Autumn
11/14/2023,1652,5005,20% off,P007,Clothing,3,270.18,106.41,163.77,C057,East,Monday,Summer
01/17/2023,1653,5000,Free Shipping,P039,Groceries,2,889.34,714.88,174.46,C051,North,Thursday,Summer
03/24/2023,1654,5000,Free Shipping,P085,Toys,10,4402.7,3599,803.7,C807,South,Thursday,Autumn
01/19/2023,1655,5001,Buy 1 Get 1,P042,Groceries,7,1806,1234.31,571.69,C840,North,Sunday,Winter
10/09/23,1656,5001,Buy 1 Get 1,P061,Clothing,2,277.7,98.52,179.18,C712,East,Wednesday,Winter
09/26/2023,1657,5005,20% off,P079,Electronics,2,720.46,556.64,163.82,C586,North,Thursday,Autumn
08/07/23,1658,5001,Buy 1 Get 1,P034,Toys,10,2963.5,2316.4,647.1,C639,East,Tuesday,Winter
09/24/2023,1659,5003,30% off,P024,Toys,4,1365.48,1071.76,293.72,C726,East,Tuesday,Spring
03/02/23,1660,5003,30% off,P081,Electronics,4,227.88,200,27.88,C819,West,Thursday,Spring
06/20/2023,1661,5000,Free Shipping,P082,Clothing,1,147.87,131.08,16.79,C656,South,Saturday,Autumn
05/11/23,1662,5001,Buy 1 Get 1,P039,Toys,9,4138.83,3934.53,204.3,C332,North,Monday,Autumn
06/24/2023,1663,5000,Free Shipping,P079,Electronics,3,1567.56,1464.51,103.05,C199,East,Sunday,Autumn
12/11/23,1664,5003,30% off,P005,Clothing,8,1427.36,793.92,633.44,C160,West,Sunday,Autumn
08/25/2023,1665,5002,10% off,P067,Groceries,10,3830.9,3327.7,503.2,C743,East,Friday,Spring
04/17/2023,1666,5001,Buy 1 Get 1,P046,Electronics,3,1062.99,846.39,216.6,C288,North,Wednesday,Winter
11/17/2023,1667,5005,20% off,P074,Toys,7,1551.06,853.58,697.48,C192,North,Sunday,Autumn
12/28/2023,1668,5002,10% off,P035,Furniture,2,1106.06,975.3,130.76,C509,South,Wednesday,Winter
06/04/23,1669,5000,Free Shipping,P039,Clothing,2,352.24,215.56,136.68,C384,North,Sunday,Summer
02/17/2023,1670,5000,Free Shipping,P004,Furniture,9,444.69,408.42,36.27,C158,South,Wednesday,Winter
09/26/2023,1671,5001,Buy 1 Get 1,P019,Electronics,9,1647.54,1226.34,421.2,C693,South,Tuesday,Spring
08/24/2023,1672,5000,Free Shipping,P015,Electronics,5,2542.2,2177.25,364.95,C955,North,Saturday,Spring
06/20/2023,1673,5002,10% off,P014,Toys,5,2085.25,1869.65,215.6,C024,East,Saturday,Summer
06/14/2023,1674,5005,20% off,P037,Groceries,9,1955.16,1615.59,339.57,C327,West,Saturday,Spring
05/20/2023,1675,5005,20% off,P036,Electronics,1,498.92,493.95,4.97,C982,North,Tuesday,Autumn
10/09/23,1676,5001,Buy 1 Get 1,P019,Groceries,10,4931.4,4348.5,582.9,C251,South,Monday,Autumn
11/10/23,1677,5000,Free Shipping,P057,Electronics,3,893.16,674.76,218.4,C030,West,Saturday,Spring
02/24/2023,1678,5002,10% off,P012,Furniture,7,2351.58,1739.29,612.29,C184,West,Friday,Autumn
06/09/23,1679,5005,20% off,P092,Toys,2,988.18,902.68,85.5,C998,West,Friday,Summer
02/17/2023,1680,5002,10% off,P059,Groceries,8,1642.32,1165.2,477.12,C482,South,Tuesday,Summer
11/12/23,1681,5001,Buy 1 Get 1,P051,Clothing,6,2873.52,2742.36,131.16,C808,East,Thursday,Winter
01/16/2023,1682,5003,30% off,P015,Groceries,8,3030.16,2522,508.16,C473,South,Wednesday,Autumn
11/06/23,1683,5005,20% off,P066,Electronics,7,2682.82,2584.61,98.21,C838,North,Wednesday,Spring
06/04/23,1684,5003,30% off,P052,Toys,7,3162.18,2525.25,636.93,C245,South,Friday,Summer
09/04/23,1685,5002,10% off,P044,Clothing,10,1225.6,980.4,245.2,C442,West,Friday,Autumn
10/06/23,1686,5005,20% off,P085,Electronics,10,5049,4859.8,189.2,C857,West,Monday,Winter
06/16/2023,1687,5002,10% off,P057,Clothing,5,2391.95,2143.25,248.7,C979,West,Monday,Spring
12/17/2023,1688,5003,30% off,P042,Furniture,1,218.34,131.14,87.2,C093,South,Sunday,Summer
10/25/2023,1689,5005,20% off,P085,Clothing,8,2241.36,1825.6,415.76,C545,East,Thursday,Winter
04/11/23,1690,5001,Buy 1 Get 1,P039,Toys,5,1228.6,930.1,298.5,C941,West,Saturday,Autumn
02/15/2023,1691,5002,10% off,P079,Toys,7,908.95,630.91,278.04,C868,South,Sunday,Autumn
02/01/23,1692,5000,Free Shipping,P007,Electronics,9,4604.13,4365.09,239.04,C841,East,Monday,Autumn
01/16/2023,1693,5003,30% off,P090,Toys,7,2554.93,2322.6,232.33,C641,East,Saturday,Winter
07/27/2023,1694,5003,30% off,P070,Clothing,3,1208.88,1167,41.88,C487,South,Tuesday,Winter
07/04/23,1695,5005,20% off,P037,Clothing,3,1593.42,1455.63,137.79,C012,North,Saturday,Spring
03/15/2023,1696,5003,30% off,P018,Electronics,3,401.82,376.98,24.84,C658,West,Sunday,Winter
12/23/2023,1697,5003,30% off,P080,Clothing,8,1165.12,745.44,419.68,C522,West,Friday,Winter
07/16/2023,1698,5005,20% off,P024,Furniture,10,2581.9,1751.3,830.6,C008,West,Sunday,Summer
12/31/2023,1699,5001,Buy 1 Get 1,P053,Toys,10,2467.5,2211.3,256.2,C376,North,Monday,Winter
12/27/2023,1700,5002,10% off,P075,Furniture,2,766.74,624.8,141.94,C146,East,Thursday,Spring
09/25/2023,1701,5002,10% off,P032,Furniture,2,218.88,183.7,35.18,C701,East,Friday,Spring
06/25/2023,1702,5002,10% off,P061,Furniture,9,916.83,251.73,665.1,C928,West,Friday,Autumn
08/04/23,1703,5001,Buy 1 Get 1,P038,Clothing,1,383.25,335.26,47.99,C712,East,Saturday,Autumn
02/01/23,1704,5000,Free Shipping,P022,Toys,1,504.4,423.64,80.76,C673,East,Sunday,Spring
05/27/2023,1705,5002,10% off,P017,Toys,2,767.56,593.64,173.92,C872,East,Wednesday,Summer
11/12/23,1706,5001,Buy 1 Get 1,P033,Electronics,2,245.88,221.72,24.16,C619,South,Friday,Summer
12/04/23,1707,5001,Buy 1 Get 1,P023,Groceries,4,595.32,568.72,26.6,C497,South,Sunday,Spring
06/25/2023,1708,5005,20% off,P077,Clothing,8,2911.92,2162.16,749.76,C771,West,Sunday,Winter
05/02/23,1709,5005,20% off,P027,Toys,6,254.22,175.68,78.54,C056,East,Sunday,Spring
01/27/2023,1710,5003,30% off,P052,Furniture,5,1625.15,1157.9,467.25,C488,South,Thursday,Winter
08/31/2023,1711,5005,20% off,P068,Furniture,1,216.14,164.92,51.22,C296,West,Thursday,Autumn
09/29/2023,1712,5002,10% off,P069,Groceries,7,322.42,212.59,109.83,C626,East,Wednesday,Autumn
05/17/2023,1713,5001,Buy 1 Get 1,P084,Toys,7,4130,3454.15,675.85,C473,South,Saturday,Summer
09/24/2023,1714,5005,20% off,P041,Toys,1,107.65,12.42,95.23,C689,North,Sunday,Spring
01/07/23,1715,5002,10% off,P068,Electronics,8,3280.72,2585.36,695.36,C360,South,Saturday,Autumn
05/09/23,1716,5002,10% off,P004,Toys,2,569.72,465.64,104.08,C059,South,Friday,Spring
12/29/2023,1717,5002,10% off,P078,Clothing,7,2215.85,1746.71,469.14,C673,South,Monday,Summer
05/10/23,1718,5003,30% off,P085,Electronics,8,659.2,627.44,31.76,C945,East,Sunday,Winter
12/21/2023,1719,5001,Buy 1 Get 1,P021,Electronics,5,1158.25,804.45,353.8,C796,North,Thursday,Winter
06/20/2023,1720,5001,Buy 1 Get 1,P034,Clothing,8,1412.64,871.28,541.36,C072,West,Tuesday,Winter
04/02/23,1721,5002,10% off,P019,Toys,7,3468.92,3396.82,72.1,C224,North,Thursday,Autumn
02/22/2023,1722,5002,10% off,P010,Toys,5,1922.55,1697.9,224.65,C796,West,Monday,Winter
03/18/2023,1723,5002,10% off,P086,Furniture,5,2269.65,2176.95,92.7,C156,East,Thursday,Spring
09/21/2023,1724,5003,30% off,P056,Furniture,2,866.72,698.78,167.94,C554,South,Monday,Winter
12/19/2023,1725,5002,10% off,P073,Toys,6,3249,2837.16,411.84,C342,East,Thursday,Spring
11/20/2023,1726,5001,Buy 1 Get 1,P069,Groceries,2,631.58,507.24,124.34,C862,West,Sunday,Autumn
11/28/2023,1727,5005,20% off,P071,Electronics,7,3452.75,3050.32,402.43,C677,South,Wednesday,Winter
02/24/2023,1728,5003,30% off,P011,Furniture,4,472.2,99.56,372.64,C144,North,Tuesday,Spring
10/31/2023,1729,5003,30% off,P050,Electronics,9,3742.56,3130.83,611.73,C659,East,Thursday,Winter
01/09/23,1730,5001,Buy 1 Get 1,P008,Groceries,1,181.91,115.68,66.23,C416,North,Tuesday,Winter
12/14/2023,1731,5005,20% off,P095,Toys,4,1073.84,811.96,261.88,C948,North,Monday,Summer
09/08/23,1732,5003,30% off,P080,Electronics,4,513.44,248.92,264.52,C719,South,Monday,Summer
11/20/2023,1733,5001,Buy 1 Get 1,P013,Furniture,10,5054.8,4997.1,57.7,C175,North,Sunday,Spring
02/28/2023,1734,5000,Free Shipping,P079,Clothing,2,1060.2,977.64,82.56,C824,South,Thursday,Autumn
12/14/2023,1735,5001,Buy 1 Get 1,P016,Toys,9,4636.17,3930.03,706.14,C141,East,Sunday,Summer
01/24/2023,1736,5005,20% off,P043,Electronics,2,723.9,575.68,148.22,C281,South,Sunday,Winter
03/28/2023,1737,5000,Free Shipping,P022,Furniture,4,1925.92,1761.88,164.04,C948,North,Tuesday,Spring
11/20/2023,1738,5003,30% off,P100,Clothing,1,237.34,170.25,67.09,C901,West,Monday,Spring
01/04/23,1739,5002,10% off,P091,Toys,5,2411.55,2029.2,382.35,C427,West,Saturday,Summer
04/16/2023,1740,5001,Buy 1 Get 1,P067,Furniture,7,3115.35,2806.51,308.84,C245,South,Friday,Spring
11/02/23,1741,5003,30% off,P079,Electronics,5,2118.2,2053.7,64.5,C357,West,Monday,Summer
04/09/23,1742,5000,Free Shipping,P013,Toys,6,1670.22,1660.8,9.42,C884,South,Thursday,Summer
05/22/2023,1743,5005,20% off,P015,Clothing,8,1650.64,1352.4,298.24,C510,South,Tuesday,Spring
01/28/2023,1744,5001,Buy 1 Get 1,P027,Furniture,5,1369.85,1020.6,349.25,C343,West,Monday,Spring
01/27/2023,1745,5005,20% off,P021,Electronics,8,1966.48,1603.12,363.36,C528,North,Monday,Summer
08/16/2023,1746,5000,Free Shipping,P042,Furniture,4,657.4,505.6,151.8,C766,East,Tuesday,Spring
